index,customer_city,order_purchase_timestamp,total_sales_x,total_revenue,total_sales_y
48060,sao jose da boa vista,2017-08-10,1,118.99,1
48061,sao jose da coroa grande,2018-01-24,1,69.9,1
48062,sao jose da coroa grande,2018-08-01,1,149.0,1
48063,sao jose da laje,2017-04-13,1,74.9,1
48064,sao jose da laje,2018-06-11,1,145.0,1
48065,sao jose da lapa,2017-02-16,1,177.0,1
48066,sao jose da lapa,2017-05-02,1,19.9,1
48067,sao jose da lapa,2017-05-17,1,44.9,1
48068,sao jose da lapa,2017-05-30,1,214.9,1
48069,sao jose da lapa,2017-11-03,1,50.9,1
48070,sao jose da lapa,2017-11-10,1,34.99,1
48071,sao jose da lapa,2018-08-10,1,194.0,1
48072,sao jose da lapa,2018-08-20,1,349.99,1
48073,sao jose da tapera,2017-05-24,1,109.9,1
48074,sao jose da vitoria,2018-07-25,1,39.75,1
48075,sao jose da vitoria,2018-07-31,1,135.9,1
48076,sao jose de mipibu,2017-07-11,1,129.99,1
48077,sao jose de mipibu,2018-07-28,1,528.9,1
48078,sao jose de mipibu,2018-08-15,1,162.8,1
48079,sao jose de ribamar,2016-10-10,1,176.97,1
48080,sao jose de ribamar,2017-03-26,1,20.0,1
48081,sao jose de ribamar,2017-10-14,1,19.9,1
48082,sao jose de ribamar,2017-11-02,1,119.0,1
48083,sao jose de ribamar,2017-12-20,1,27.99,1
48084,sao jose de ribamar,2017-12-27,1,99.9,1
48085,sao jose de ribamar,2018-01-06,1,48.99,1
48086,sao jose de ribamar,2018-02-09,1,149.9,1
48087,sao jose de ribamar,2018-03-08,1,44.9,1
48088,sao jose de ribamar,2018-04-06,1,319.9,1
48089,sao jose de ribamar,2018-05-01,1,129.0,1
48090,sao jose de ribamar,2018-07-09,1,194.91,1
48091,sao jose de ribamar,2018-08-07,1,13.47,1
48092,sao jose de uba,2018-04-24,1,199.99,1
48093,sao jose de uba,2018-07-17,1,119.0,1
48094,sao jose de uba,2018-07-27,1,159.9,1
48095,sao jose do barreiro,2017-06-05,1,49.99,1
48096,sao jose do barreiro,2018-01-09,1,67.7,1
48097,sao jose do barreiro,2018-08-02,1,89.9,1
48098,sao jose do belmonte,2018-01-02,1,29.9,1
48099,sao jose do belmonte,2018-05-14,1,199.0,1
48100,sao jose do calcado,2017-04-28,1,149.9,1
48101,sao jose do calcado,2017-12-22,1,536.49,1
48102,sao jose do calcado,2018-02-03,1,40.9,1
48103,sao jose do calcado,2018-04-11,2,138.0,2
48104,sao jose do calcado,2018-05-14,1,54.99,1
48105,sao jose do calcado,2018-08-07,1,49.9,1
48106,sao jose do campestre,2017-10-25,1,289.0,1
48107,sao jose do cedro,2017-06-11,1,59.9,1
48108,sao jose do cedro,2017-10-23,1,37.99,1
48109,sao jose do cedro,2017-11-25,1,99.9,1
48110,sao jose do cedro,2018-08-15,2,259.8,2
48111,sao jose do cerrito,2017-07-12,1,129.99,1
48112,sao jose do cerrito,2017-12-01,1,99.9,1
48113,sao jose do cerrito,2017-12-12,1,49.0,1
48114,sao jose do divino,2018-02-03,1,148.0,1
48115,sao jose do divino,2018-06-18,1,579.0,1
48116,sao jose do egito,2017-04-09,1,37.9,1
48117,sao jose do egito,2018-01-27,1,129.0,1
48118,sao jose do egito,2018-07-27,1,157.9,1
48119,sao jose do egito,2018-08-12,1,119.9,1
48120,sao jose do goiabal,2018-05-15,1,53.9,1
48121,sao jose do goiabal,2018-07-15,1,149.0,1
48122,sao jose do hortencio,2018-02-22,1,239.9,1
48123,sao jose do hortencio,2018-06-19,1,82.99,1
48124,sao jose do inhacora,2018-05-22,1,77.99,1
48125,sao jose do norte,2017-07-05,2,79.8,2
48126,sao jose do norte,2017-09-26,1,109.9,1
48127,sao jose do norte,2018-01-30,1,29.9,1
48128,sao jose do norte,2018-04-16,1,56.1,1
48129,sao jose do norte,2018-04-18,1,158.0,1
48130,sao jose do norte,2018-08-05,1,74.9,1
48131,sao jose do ouro,2017-07-25,1,25.6,1
48132,sao jose do ouro,2017-09-29,1,129.99,1
48133,sao jose do ouro,2018-01-22,2,119.8,2
48134,sao jose do ouro,2018-06-12,1,103.0,1
48135,sao jose do ouro,2018-07-02,1,32.99,1
48136,sao jose do piaui,2018-04-03,1,149.9,1
48137,sao jose do ribeirao,2018-02-21,1,97.9,1
48138,sao jose do rio claro,2017-05-25,1,220.0,1
48139,sao jose do rio claro,2018-02-04,1,78.0,1
48140,sao jose do rio pardo,2016-10-07,1,138.0,1
48141,sao jose do rio pardo,2017-02-13,1,66.9,1
48142,sao jose do rio pardo,2017-03-21,1,65.44,1
48143,sao jose do rio pardo,2017-06-17,1,79.99,1
48144,sao jose do rio pardo,2017-06-21,1,699.0,1
48145,sao jose do rio pardo,2017-06-29,1,134.9,1
48146,sao jose do rio pardo,2017-07-04,1,56.99,1
48147,sao jose do rio pardo,2017-07-18,1,59.9,1
48148,sao jose do rio pardo,2017-07-24,1,79.0,1
48149,sao jose do rio pardo,2017-08-07,1,299.0,1
48150,sao jose do rio pardo,2017-09-01,1,19.9,1
48151,sao jose do rio pardo,2017-09-11,1,72.0,1
48152,sao jose do rio pardo,2017-09-17,1,49.99,1
48153,sao jose do rio pardo,2017-10-17,1,69.99,1
48154,sao jose do rio pardo,2017-10-18,3,99.97,3
48155,sao jose do rio pardo,2017-10-31,1,79.0,1
48156,sao jose do rio pardo,2017-11-17,1,52.99,1
48157,sao jose do rio pardo,2017-11-27,1,129.99,1
48158,sao jose do rio pardo,2017-12-04,1,55.0,1
48159,sao jose do rio pardo,2017-12-14,1,170.0,1
48160,sao jose do rio pardo,2017-12-26,3,144.7,3
48161,sao jose do rio pardo,2018-01-08,1,99.9,1
48162,sao jose do rio pardo,2018-01-25,1,229.99,1
48163,sao jose do rio pardo,2018-02-03,1,52.5,1
48164,sao jose do rio pardo,2018-02-05,1,43.9,1
48165,sao jose do rio pardo,2018-02-06,1,209.9,1
48166,sao jose do rio pardo,2018-02-10,1,39.99,1
48167,sao jose do rio pardo,2018-02-26,1,83.41,1
48168,sao jose do rio pardo,2018-03-02,1,229.04,1
48169,sao jose do rio pardo,2018-03-03,1,119.9,1
48170,sao jose do rio pardo,2018-03-05,1,23.0,1
48171,sao jose do rio pardo,2018-03-19,1,35.0,1
48172,sao jose do rio pardo,2018-03-20,2,159.98,2
48173,sao jose do rio pardo,2018-03-21,1,67.0,1
48174,sao jose do rio pardo,2018-04-08,1,129.9,1
48175,sao jose do rio pardo,2018-04-12,1,329.9,1
48176,sao jose do rio pardo,2018-04-19,1,40.8,1
48177,sao jose do rio pardo,2018-04-21,1,59.9,1
48178,sao jose do rio pardo,2018-05-06,2,159.98,2
48179,sao jose do rio pardo,2018-05-15,1,60.0,1
48180,sao jose do rio pardo,2018-05-16,3,208.7,3
48181,sao jose do rio pardo,2018-05-20,1,49.0,1
48182,sao jose do rio pardo,2018-07-24,1,51.9,1
48183,sao jose do rio preto,2017-01-24,1,22.4,1
48184,sao jose do rio preto,2017-01-25,1,349.99,1
48185,sao jose do rio preto,2017-01-30,1,25.0,1
48186,sao jose do rio preto,2017-02-10,1,20.9,1
48187,sao jose do rio preto,2017-02-17,1,27.5,1
48188,sao jose do rio preto,2017-02-18,1,49.0,1
48189,sao jose do rio preto,2017-03-08,1,117.3,1
48190,sao jose do rio preto,2017-03-09,3,599.97,3
48191,sao jose do rio preto,2017-03-11,1,314.99,1
48192,sao jose do rio preto,2017-03-15,1,238.9,1
48193,sao jose do rio preto,2017-03-24,1,14.99,1
48194,sao jose do rio preto,2017-03-27,2,329.64,2
48195,sao jose do rio preto,2017-04-07,1,399.9,1
48196,sao jose do rio preto,2017-04-22,1,252.0,1
48197,sao jose do rio preto,2017-04-23,2,239.8,2
48198,sao jose do rio preto,2017-04-24,1,49.9,1
48199,sao jose do rio preto,2017-04-25,1,13.98,1
48200,sao jose do rio preto,2017-05-04,1,34.9,1
48201,sao jose do rio preto,2017-05-12,1,449.9,1
48202,sao jose do rio preto,2017-05-14,2,78.69999999999999,2
48203,sao jose do rio preto,2017-05-16,1,102.9,1
48204,sao jose do rio preto,2017-05-17,1,7.9,1
48205,sao jose do rio preto,2017-05-22,1,69.99,1
48206,sao jose do rio preto,2017-05-23,3,249.88,3
48207,sao jose do rio preto,2017-05-24,2,199.8,2
48208,sao jose do rio preto,2017-05-25,2,31.0,2
48209,sao jose do rio preto,2017-05-26,1,139.9,1
48210,sao jose do rio preto,2017-05-28,1,41.9,1
48211,sao jose do rio preto,2017-05-30,1,69.9,1
48212,sao jose do rio preto,2017-06-01,1,58.9,1
48213,sao jose do rio preto,2017-06-04,1,49.0,1
48214,sao jose do rio preto,2017-06-05,2,154.8,2
48215,sao jose do rio preto,2017-06-07,1,15.9,1
48216,sao jose do rio preto,2017-06-12,1,56.99,1
48217,sao jose do rio preto,2017-06-14,2,305.89,2
48218,sao jose do rio preto,2017-06-27,1,102.9,1
48219,sao jose do rio preto,2017-06-29,2,98.0,2
48220,sao jose do rio preto,2017-07-02,1,49.0,1
48221,sao jose do rio preto,2017-07-03,4,110.19999999999999,4
48222,sao jose do rio preto,2017-07-05,1,119.94,1
48223,sao jose do rio preto,2017-07-09,1,79.9,1
48224,sao jose do rio preto,2017-07-12,1,150.0,1
48225,sao jose do rio preto,2017-07-13,1,48.9,1
48226,sao jose do rio preto,2017-07-14,1,99.9,1
48227,sao jose do rio preto,2017-07-15,1,25.9,1
48228,sao jose do rio preto,2017-07-17,2,379.91999999999996,2
48229,sao jose do rio preto,2017-07-21,2,119.8,2
48230,sao jose do rio preto,2017-07-22,1,299.99,1
48231,sao jose do rio preto,2017-07-24,4,319.96,4
48232,sao jose do rio preto,2017-07-25,1,71.82,1
48233,sao jose do rio preto,2017-07-26,2,104.80000000000001,2
48234,sao jose do rio preto,2017-07-28,1,49.99,1
48235,sao jose do rio preto,2017-07-31,1,690.0,1
48236,sao jose do rio preto,2017-08-01,2,161.04,2
48237,sao jose do rio preto,2017-08-04,1,44.49,1
48238,sao jose do rio preto,2017-08-07,3,93.78,3
48239,sao jose do rio preto,2017-08-10,1,130.0,1
48240,sao jose do rio preto,2017-08-12,1,99.9,1
48241,sao jose do rio preto,2017-08-13,2,99.9,2
48242,sao jose do rio preto,2017-08-16,1,69.9,1
48243,sao jose do rio preto,2017-08-18,1,143.8,1
48244,sao jose do rio preto,2017-08-19,1,56.99,1
48245,sao jose do rio preto,2017-08-24,1,56.99,1
48246,sao jose do rio preto,2017-08-28,3,86.69999999999999,3
48247,sao jose do rio preto,2017-08-31,1,23.99,1
48248,sao jose do rio preto,2017-09-01,1,84.8,1
48249,sao jose do rio preto,2017-09-03,1,259.9,1
48250,sao jose do rio preto,2017-09-15,1,94.99,1
48251,sao jose do rio preto,2017-09-19,2,339.89,2
48252,sao jose do rio preto,2017-09-23,1,21.99,1
48253,sao jose do rio preto,2017-09-26,1,109.9,1
48254,sao jose do rio preto,2017-09-27,1,59.9,1
48255,sao jose do rio preto,2017-09-28,3,254.8,3
48256,sao jose do rio preto,2017-10-04,1,56.97,1
48257,sao jose do rio preto,2017-10-08,2,252.9,2
48258,sao jose do rio preto,2017-10-10,2,195.89,2
48259,sao jose do rio preto,2017-10-11,1,249.0,1
48260,sao jose do rio preto,2017-10-17,2,189.39,2
48261,sao jose do rio preto,2017-10-23,1,179.0,1
48262,sao jose do rio preto,2017-10-24,2,95.98,2
48263,sao jose do rio preto,2017-10-27,1,55.0,1
48264,sao jose do rio preto,2017-11-03,1,159.99,1
48265,sao jose do rio preto,2017-11-04,1,35.99,1
48266,sao jose do rio preto,2017-11-09,1,84.94,1
48267,sao jose do rio preto,2017-11-11,1,129.8,1
48268,sao jose do rio preto,2017-11-12,2,58.0,2
48269,sao jose do rio preto,2017-11-14,1,59.9,1
48270,sao jose do rio preto,2017-11-15,1,126.9,1
48271,sao jose do rio preto,2017-11-17,2,280.0,2
48272,sao jose do rio preto,2017-11-19,1,89.9,1
48273,sao jose do rio preto,2017-11-20,1,454.0,1
48274,sao jose do rio preto,2017-11-24,5,587.6800000000001,5
48275,sao jose do rio preto,2017-11-28,1,115.0,1
48276,sao jose do rio preto,2017-11-29,3,262.11,3
48277,sao jose do rio preto,2017-12-02,2,2727.99,2
48278,sao jose do rio preto,2017-12-03,2,298.99,2
48279,sao jose do rio preto,2017-12-05,1,69.99,1
48280,sao jose do rio preto,2017-12-06,2,128.0,2
48281,sao jose do rio preto,2017-12-08,2,199.9,2
48282,sao jose do rio preto,2017-12-10,2,49.98,2
48283,sao jose do rio preto,2017-12-11,1,46.6,1
48284,sao jose do rio preto,2017-12-12,2,40.2,2
48285,sao jose do rio preto,2017-12-13,1,209.0,1
48286,sao jose do rio preto,2017-12-16,1,29.99,1
48287,sao jose do rio preto,2017-12-18,1,59.0,1
48288,sao jose do rio preto,2017-12-21,2,225.99,2
48289,sao jose do rio preto,2017-12-27,2,234.89000000000001,2
48290,sao jose do rio preto,2017-12-30,1,39.9,1
48291,sao jose do rio preto,2017-12-31,4,291.8,4
48292,sao jose do rio preto,2018-01-03,1,79.0,1
48293,sao jose do rio preto,2018-01-04,1,125.0,1
48294,sao jose do rio preto,2018-01-06,3,468.79999999999995,3
48295,sao jose do rio preto,2018-01-08,3,192.0,3
48296,sao jose do rio preto,2018-01-09,1,52.9,1
48297,sao jose do rio preto,2018-01-10,3,159.70000000000002,3
48298,sao jose do rio preto,2018-01-11,2,91.8,2
48299,sao jose do rio preto,2018-01-12,3,294.70000000000005,3
48300,sao jose do rio preto,2018-01-13,1,27.7,1
48301,sao jose do rio preto,2018-01-14,1,31.9,1
48302,sao jose do rio preto,2018-01-15,2,59.98,2
48303,sao jose do rio preto,2018-01-16,1,15.55,1
48304,sao jose do rio preto,2018-01-17,1,49.9,1
48305,sao jose do rio preto,2018-01-20,1,35.9,1
48306,sao jose do rio preto,2018-01-22,2,248.9,2
48307,sao jose do rio preto,2018-01-24,1,22.0,1
48308,sao jose do rio preto,2018-01-27,1,199.9,1
48309,sao jose do rio preto,2018-01-28,1,19.9,1
48310,sao jose do rio preto,2018-01-30,1,137.0,1
48311,sao jose do rio preto,2018-01-31,1,22.0,1
48312,sao jose do rio preto,2018-02-01,1,379.9,1
48313,sao jose do rio preto,2018-02-06,2,170.0,2
48314,sao jose do rio preto,2018-02-08,2,318.9,2
48315,sao jose do rio preto,2018-02-09,2,528.9,2
48316,sao jose do rio preto,2018-02-14,1,116.99,1
48317,sao jose do rio preto,2018-02-15,2,139.89,2
48318,sao jose do rio preto,2018-02-18,1,422.0,1
48319,sao jose do rio preto,2018-02-19,3,152.79000000000002,3
48320,sao jose do rio preto,2018-02-20,1,28.9,1
48321,sao jose do rio preto,2018-02-21,1,100.01,1
48322,sao jose do rio preto,2018-02-23,2,743.99,2
48323,sao jose do rio preto,2018-03-01,1,69.9,1
48324,sao jose do rio preto,2018-03-03,3,84.14,3
48325,sao jose do rio preto,2018-03-06,1,149.9,1
48326,sao jose do rio preto,2018-03-07,2,142.89,2
48327,sao jose do rio preto,2018-03-08,1,88.9,1
48328,sao jose do rio preto,2018-03-10,2,79.89,2
48329,sao jose do rio preto,2018-03-13,2,134.9,2
48330,sao jose do rio preto,2018-03-19,2,147.8,2
48331,sao jose do rio preto,2018-03-20,2,134.8,2
48332,sao jose do rio preto,2018-03-24,1,69.9,1
48333,sao jose do rio preto,2018-03-25,4,678.29,4
48334,sao jose do rio preto,2018-03-26,4,533.7,4
48335,sao jose do rio preto,2018-04-01,2,441.39,2
48336,sao jose do rio preto,2018-04-02,2,1045.0,2
48337,sao jose do rio preto,2018-04-04,1,119.9,1
48338,sao jose do rio preto,2018-04-05,1,22.5,1
48339,sao jose do rio preto,2018-04-07,1,119.0,1
48340,sao jose do rio preto,2018-04-08,2,99.8,2
48341,sao jose do rio preto,2018-04-10,3,448.8,3
48342,sao jose do rio preto,2018-04-11,1,149.0,1
48343,sao jose do rio preto,2018-04-13,1,120.0,1
48344,sao jose do rio preto,2018-04-17,5,757.7,5
48345,sao jose do rio preto,2018-04-18,1,209.0,1
48346,sao jose do rio preto,2018-04-19,2,487.99,2
48347,sao jose do rio preto,2018-04-20,2,249.9,2
48348,sao jose do rio preto,2018-04-21,1,14.49,1
48349,sao jose do rio preto,2018-04-22,4,645.02,4
48350,sao jose do rio preto,2018-04-23,1,90.0,1
48351,sao jose do rio preto,2018-04-24,3,297.8,3
48352,sao jose do rio preto,2018-04-26,5,764.4,5
48353,sao jose do rio preto,2018-04-27,1,24.9,1
48354,sao jose do rio preto,2018-04-29,1,78.0,1
48355,sao jose do rio preto,2018-04-30,4,247.3,4
48356,sao jose do rio preto,2018-05-03,2,213.9,2
48357,sao jose do rio preto,2018-05-05,2,94.9,2
48358,sao jose do rio preto,2018-05-07,2,99.89,2
48359,sao jose do rio preto,2018-05-08,2,227.5,2
48360,sao jose do rio preto,2018-05-09,1,83.8,1
48361,sao jose do rio preto,2018-05-10,1,799.9,1
48362,sao jose do rio preto,2018-05-11,1,599.0,1
48363,sao jose do rio preto,2018-05-13,1,24.99,1
48364,sao jose do rio preto,2018-05-15,2,116.9,2
48365,sao jose do rio preto,2018-05-16,1,265.0,1
48366,sao jose do rio preto,2018-05-17,1,9.8,1
48367,sao jose do rio preto,2018-05-22,3,199.79000000000002,3
48368,sao jose do rio preto,2018-05-27,1,9.9,1
48369,sao jose do rio preto,2018-05-29,2,112.2,2
48370,sao jose do rio preto,2018-06-01,1,209.9,1
48371,sao jose do rio preto,2018-06-02,2,214.9,2
48372,sao jose do rio preto,2018-06-03,1,185.9,1
48373,sao jose do rio preto,2018-06-05,1,27.9,1
48374,sao jose do rio preto,2018-06-08,2,53.89,2
48375,sao jose do rio preto,2018-06-09,1,119.9,1
48376,sao jose do rio preto,2018-06-11,2,159.98,2
48377,sao jose do rio preto,2018-06-13,1,149.9,1
48378,sao jose do rio preto,2018-06-14,2,331.9,2
48379,sao jose do rio preto,2018-06-15,2,252.0,2
48380,sao jose do rio preto,2018-06-25,2,178.0,2
48381,sao jose do rio preto,2018-06-26,1,89.9,1
48382,sao jose do rio preto,2018-06-28,3,185.79000000000002,3
48383,sao jose do rio preto,2018-06-29,1,27.19,1
48384,sao jose do rio preto,2018-07-01,1,318.0,1
48385,sao jose do rio preto,2018-07-03,1,119.0,1
48386,sao jose do rio preto,2018-07-05,6,1800.0,6
48387,sao jose do rio preto,2018-07-07,2,314.89,2
48388,sao jose do rio preto,2018-07-08,1,78.0,1
48389,sao jose do rio preto,2018-07-09,1,86.0,1
48390,sao jose do rio preto,2018-07-10,2,150.0,2
48391,sao jose do rio preto,2018-07-11,1,539.0,1
48392,sao jose do rio preto,2018-07-16,1,69.9,1
48393,sao jose do rio preto,2018-07-17,2,194.99,2
48394,sao jose do rio preto,2018-07-18,1,150.0,1
48395,sao jose do rio preto,2018-07-19,1,100.99,1
48396,sao jose do rio preto,2018-07-20,2,63.0,2
48397,sao jose do rio preto,2018-07-21,1,99.9,1
48398,sao jose do rio preto,2018-07-23,1,41.8,1
48399,sao jose do rio preto,2018-07-26,1,65.9,1
48400,sao jose do rio preto,2018-07-27,1,199.0,1
48401,sao jose do rio preto,2018-07-30,1,145.0,1
48402,sao jose do rio preto,2018-08-02,2,120.39,2
48403,sao jose do rio preto,2018-08-04,1,79.9,1
48404,sao jose do rio preto,2018-08-06,4,520.37,4
48405,sao jose do rio preto,2018-08-07,1,199.0,1
48406,sao jose do rio preto,2018-08-08,1,795.0,1
48407,sao jose do rio preto,2018-08-10,1,49.0,1
48408,sao jose do rio preto,2018-08-11,3,248.0,3
48409,sao jose do rio preto,2018-08-13,1,102.49,1
48410,sao jose do rio preto,2018-08-16,2,319.9,2
48411,sao jose do rio preto,2018-08-18,2,296.9,2
48412,sao jose do rio preto,2018-08-21,3,587.77,3
48413,sao jose do rio preto,2018-08-24,1,103.0,1
48414,sao jose do rio preto,2018-08-27,1,21.99,1
48415,sao jose do serido,2018-01-13,1,149.9,1
48416,sao jose do turvo,2017-04-11,1,79.9,1
48417,sao jose do turvo,2017-09-21,1,25.9,1
48418,sao jose do turvo,2018-02-19,1,134.9,1
48419,sao jose do vale do rio preto,2017-03-07,1,98.99,1
48420,sao jose do vale do rio preto,2017-09-22,1,117.79,1
48421,sao jose do vale do rio preto,2017-10-08,1,99.0,1
48422,sao jose do vale do rio preto,2017-11-24,1,149.9,1
48423,sao jose do vale do rio preto,2017-11-25,1,139.99,1
48424,sao jose do vale do rio preto,2018-02-04,2,173.0,2
48425,sao jose do vale do rio preto,2018-02-11,1,86.9,1
48426,sao jose do vale do rio preto,2018-03-25,1,33.9,1
48427,sao jose do vale do rio preto,2018-04-08,1,148.9,1
48428,sao jose do vale do rio preto,2018-04-18,1,34.99,1
48429,sao jose do vale do rio preto,2018-06-16,1,58.9,1
48430,sao jose do vale do rio preto,2018-08-05,1,49.95,1
48431,sao jose do xingu,2017-10-09,1,49.3,1
48432,sao jose dos campos,2016-10-10,1,16.9,1
48433,sao jose dos campos,2017-01-19,1,59.5,1
48434,sao jose dos campos,2017-01-20,1,39.9,1
48435,sao jose dos campos,2017-01-23,2,299.8,2
48436,sao jose dos campos,2017-01-26,1,74.9,1
48437,sao jose dos campos,2017-02-05,1,59.99,1
48438,sao jose dos campos,2017-02-07,4,416.0,4
48439,sao jose dos campos,2017-02-08,2,195.98,2
48440,sao jose dos campos,2017-02-09,1,39.9,1
48441,sao jose dos campos,2017-02-10,1,211.0,1
48442,sao jose dos campos,2017-02-11,1,16.9,1
48443,sao jose dos campos,2017-02-20,1,23.9,1
48444,sao jose dos campos,2017-03-01,1,129.99,1
48445,sao jose dos campos,2017-03-09,1,72.0,1
48446,sao jose dos campos,2017-03-11,2,69.85,2
48447,sao jose dos campos,2017-03-12,1,24.9,1
48448,sao jose dos campos,2017-03-17,1,89.99,1
48449,sao jose dos campos,2017-03-18,1,14.99,1
48450,sao jose dos campos,2017-03-20,1,26.9,1
48451,sao jose dos campos,2017-03-23,2,99.98,2
48452,sao jose dos campos,2017-03-24,1,19.9,1
48453,sao jose dos campos,2017-03-29,1,32.9,1
48454,sao jose dos campos,2017-04-01,2,40.099999999999994,2
48455,sao jose dos campos,2017-04-02,1,49.9,1
48456,sao jose dos campos,2017-04-05,1,69.9,1
48457,sao jose dos campos,2017-04-06,2,31.98,2
48458,sao jose dos campos,2017-04-08,1,279.77,1
48459,sao jose dos campos,2017-04-11,2,68.9,2
48460,sao jose dos campos,2017-04-12,1,69.9,1
48461,sao jose dos campos,2017-04-14,2,425.2,2
48462,sao jose dos campos,2017-04-19,1,270.0,1
48463,sao jose dos campos,2017-04-26,1,17.89,1
48464,sao jose dos campos,2017-04-28,1,21.0,1
48465,sao jose dos campos,2017-04-30,1,34.99,1
48466,sao jose dos campos,2017-05-02,1,109.9,1
48467,sao jose dos campos,2017-05-05,1,129.9,1
48468,sao jose dos campos,2017-05-08,1,159.0,1
48469,sao jose dos campos,2017-05-10,1,160.0,1
48470,sao jose dos campos,2017-05-14,1,12.5,1
48471,sao jose dos campos,2017-05-15,1,39.99,1
48472,sao jose dos campos,2017-05-17,1,62.9,1
48473,sao jose dos campos,2017-05-18,1,58.0,1
48474,sao jose dos campos,2017-05-19,3,443.78000000000003,3
48475,sao jose dos campos,2017-05-20,2,199.98,2
48476,sao jose dos campos,2017-05-21,1,98.79,1
48477,sao jose dos campos,2017-05-22,2,359.8,2
48478,sao jose dos campos,2017-05-26,5,350.63,5
48479,sao jose dos campos,2017-05-27,1,89.9,1
48480,sao jose dos campos,2017-05-28,2,351.82,2
48481,sao jose dos campos,2017-05-29,2,94.8,2
48482,sao jose dos campos,2017-05-31,2,239.89,2
48483,sao jose dos campos,2017-06-04,1,31.9,1
48484,sao jose dos campos,2017-06-05,1,89.9,1
48485,sao jose dos campos,2017-06-06,4,260.98,4
48486,sao jose dos campos,2017-06-07,2,459.79999999999995,2
48487,sao jose dos campos,2017-06-08,1,179.99,1
48488,sao jose dos campos,2017-06-12,1,12.5,1
48489,sao jose dos campos,2017-06-14,3,297.79,3
48490,sao jose dos campos,2017-06-16,1,215.0,1
48491,sao jose dos campos,2017-06-17,1,1999.99,1
48492,sao jose dos campos,2017-06-18,2,63.98,2
48493,sao jose dos campos,2017-06-19,1,146.99,1
48494,sao jose dos campos,2017-06-20,1,169.0,1
48495,sao jose dos campos,2017-06-26,1,128.7,1
48496,sao jose dos campos,2017-06-27,2,41.48,2
48497,sao jose dos campos,2017-07-02,1,89.9,1
48498,sao jose dos campos,2017-07-04,3,105.78999999999999,3
48499,sao jose dos campos,2017-07-05,1,78.8,1
48500,sao jose dos campos,2017-07-08,1,76.99,1
48501,sao jose dos campos,2017-07-12,2,96.80000000000001,2
48502,sao jose dos campos,2017-07-14,1,49.0,1
48503,sao jose dos campos,2017-07-18,1,59.9,1
48504,sao jose dos campos,2017-07-21,4,485.0,4
48505,sao jose dos campos,2017-07-25,3,169.7,3
48506,sao jose dos campos,2017-07-30,1,299.99,1
48507,sao jose dos campos,2017-07-31,1,44.9,1
48508,sao jose dos campos,2017-08-01,6,331.99,6
48509,sao jose dos campos,2017-08-03,1,15.0,1
48510,sao jose dos campos,2017-08-04,1,59.55,1
48511,sao jose dos campos,2017-08-08,2,146.89000000000001,2
48512,sao jose dos campos,2017-08-09,1,900.0,1
48513,sao jose dos campos,2017-08-10,1,116.9,1
48514,sao jose dos campos,2017-08-12,2,119.8,2
48515,sao jose dos campos,2017-08-14,1,154.0,1
48516,sao jose dos campos,2017-08-15,1,229.99,1
48517,sao jose dos campos,2017-08-17,1,61.5,1
48518,sao jose dos campos,2017-08-18,2,148.98000000000002,2
48519,sao jose dos campos,2017-08-22,2,309.82,2
48520,sao jose dos campos,2017-08-24,1,49.69,1
48521,sao jose dos campos,2017-08-26,1,37.49,1
48522,sao jose dos campos,2017-08-29,1,119.9,1
48523,sao jose dos campos,2017-08-30,3,858.9,3
48524,sao jose dos campos,2017-08-31,2,152.22,2
48525,sao jose dos campos,2017-09-01,3,179.7,3
48526,sao jose dos campos,2017-09-04,3,176.7,3
48527,sao jose dos campos,2017-09-05,1,74.99,1
48528,sao jose dos campos,2017-09-06,2,76.8,2
48529,sao jose dos campos,2017-09-07,2,180.99,2
48530,sao jose dos campos,2017-09-08,1,89.99,1
48531,sao jose dos campos,2017-09-10,2,139.8,2
48532,sao jose dos campos,2017-09-11,1,99.0,1
48533,sao jose dos campos,2017-09-12,1,59.9,1
48534,sao jose dos campos,2017-09-13,2,168.9,2
48535,sao jose dos campos,2017-09-15,2,214.89000000000001,2
48536,sao jose dos campos,2017-09-16,3,388.96,3
48537,sao jose dos campos,2017-09-18,1,59.9,1
48538,sao jose dos campos,2017-09-23,1,356.0,1
48539,sao jose dos campos,2017-09-26,2,42.8,2
48540,sao jose dos campos,2017-09-27,1,20.3,1
48541,sao jose dos campos,2017-09-29,1,219.9,1
48542,sao jose dos campos,2017-09-30,1,13.9,1
48543,sao jose dos campos,2017-10-03,4,429.79,4
48544,sao jose dos campos,2017-10-04,1,143.0,1
48545,sao jose dos campos,2017-10-06,1,39.99,1
48546,sao jose dos campos,2017-10-09,2,113.9,2
48547,sao jose dos campos,2017-10-10,1,75.0,1
48548,sao jose dos campos,2017-10-11,1,45.9,1
48549,sao jose dos campos,2017-10-14,2,89.9,2
48550,sao jose dos campos,2017-10-15,1,69.9,1
48551,sao jose dos campos,2017-10-16,1,45.14,1
48552,sao jose dos campos,2017-10-17,2,238.9,2
48553,sao jose dos campos,2017-10-18,6,194.5,6
48554,sao jose dos campos,2017-10-20,1,192.0,1
48555,sao jose dos campos,2017-10-21,2,279.8,2
48556,sao jose dos campos,2017-10-22,2,242.99,2
48557,sao jose dos campos,2017-10-25,1,42.9,1
48558,sao jose dos campos,2017-10-27,1,54.9,1
